22:21:23 [INFO] ╔══════════════════════════════════════════════╗
22:21:23 [INFO] ║    Gimi Michi Order Automation  (API-only)   ║
22:21:23 [INFO] ║    2026-03-20  [CRED + Shopify + Flipkart]
22:21:23 [INFO] ╚══════════════════════════════════════════════╝
22:21:24 [INFO] HTTP Request: GET https://gimimichi.unicommerce.co.in/oauth/token?grant_type=password&username=nishank%40gimimichi.com&password=Nikham%403944&client_id=my-trusted-client "HTTP/1.1 200 OK"
22:21:24 [INFO] Authenticated ✓ (token: 67560cef-30e…)
22:21:24 [INFO] 
22:21:24 [INFO] ━━━━━━━━━━━━━━━━━━━━ CRED FLOW ━━━━━━━━━━━━━━━━━━━━
22:21:24 [INFO] Fetching CRED CREATED shipments…
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackages "HTTP/1.1 200 OK"
22:21:25 [INFO]   500 total CREATED shipments — filtering by channel 'CRED'…
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:25 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
22:21:26 [INFO] HTTP Request: POST https://gimimichi.unicommerce.co.in/services/rest/v1/oms/shippingPackage/getShippingPackageDetails "HTTP/1.1 200 OK"
